review,question,yes,no,explanation
The evaluation method uses CCA to maximize the correlation between the word embeddings and possibly hand crafted linguistic data.,Does the review address Data/Task?,TRUE,FALSE,"This is part of the data/task, explaining how evaluation was done using CCA to correlate word embeddings."
"To best of my knowledge, under many circumstances in particular for short sequence, attention alone might not be the  most time-consuming part of the model.",Does the review address Methodology?,TRUE,FALSE,"This is related to methodology, providing insight into the time complexity of using attention mechanisms."
This may strengthen the contribution of the paper.,Does the review address Contribution?,TRUE,FALSE,"This is about the contribution of the paper, suggesting that additional details or findings could enhance its impact."
"The evaluation results are based on the authors' implementations, for both baseline and the proposed method.",Does the review address Evaluation?,TRUE,FALSE,"This is related to evaluation, pointing out that results are based on the authors' own implementations."
- Using capital and lower case tau in Theorem 4.2 is confusing notation.,Does the review address Theory?,TRUE,FALSE,"This is a critique of theory, pointing out confusing notation used in the paper."
"In algorithm 1, in each iteration, only data sample (S_i) is used, how is this choice motivated?",Does the review address Methodology?,TRUE,FALSE,This is a methodological query about the choice to use a single data sample in each iteration and its justification.
There's also some missing related work in extracting knowledge from pretrained models that should probably be discussed.,Does the review address Presentation?,TRUE,FALSE,"This is a critique of the presentation, noting that relevant prior work in extracting knowledge from pretrained models is missing."
"As such, in my opinion this is unquestionably an important subtopic for the field of machine programming and the authors approach also seems satisfactory to me for ICLR (described below).",Does the review address Significance?,TRUE,FALSE,"This addresses the significance of the work, affirming its importance to the field of machine programming."
"More importantly, the experiments are not convincing as it is presented now.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"This is a critique of the experimental results, suggesting that the current presentation is not convincing."
"If the tasks are not similar, and the learning objectives are not aligned, then the motivation for multi-task learning is solely for reducing memory footprint and computational cost.",Does the review address Data/Task?,TRUE,FALSE,"This is related to data/task, focusing on the motivation for multi-task learning based on task similarity and objectives."
"Further, how does the network perform when a longer context is obtained *maintaining the same number of parameters* as a network with less temporal scales?",Does the review address Methodology?,TRUE,FALSE,This is a methodological question about how the network behaves when maintaining parameters while extending context.
"This paper proposes the adaptive \alpha computed by the entropic level of model probability distribution per sample, which leads to updating the model parameters to lower the predictive score on the ground-truth target, as opposed to the effect of the cross-entropy with hard targets.",Does the review address Methodology?,TRUE,FALSE,"This is a description of the methodology used, explaining the adaptive α\alpha used for updating model parameters."
"Compared to Pengi, the closed-ended audio task performances are lower.",Does the review address Result?,TRUE,FALSE,"This refers to the results, comparing performance on the closed-ended audio task to another system (Pengi)."
"In sum, the proposed method is relatively novel and the idea is reasonable.",Does the review address Novelty?,TRUE,FALSE,The review mentions the novelty of the proposed method and its reasonable foundation.
- What is it about an audio channel model that makes compositionality easier or more difficult to learn?,Does the review address Methodology?,TRUE,FALSE,The review raises a methodological question regarding the audio channel model and its effects on compositionality learning.
"Their goal is to reduce the amount of parameters and data needed, while improving (or maintaining) state-of-the-art performance.",Does the review address Data/Task?,TRUE,FALSE,"This review discusses the task of reducing parameters/data while maintaining performance, which is related to the data/task."
The authors chose to not rerank if the candidates' scores are too low or high but close.,Does the review address Experiment?,TRUE,FALSE,This question pertains to the experimental design and methods used in reranking candidates during the experiment.
"In the least, it's unclear how to assess the differences shown in this table.",Does the review address Presentation?,TRUE,FALSE,"This is a presentation issue, pointing out that the differences in the table are not clear or properly assessed."
My main problem with this paper at the moment is that it could be much better written: The overall narrative of the paper is unpolished and it’s hard at first to understand the contributions of the paper.,Does the review address Presentation?,TRUE,FALSE,"This is a criticism of the presentation, noting that the paper is not clearly written and that the contributions are hard to understand."
The idea of learning which parameters to share across languages in multilingual transformer models is original and potentially useful for designing and analyzing multilingual models in the context of NMT.,Does the review address Methodology?,TRUE,FALSE,"This discusses a methodological idea, proposing an approach for sharing parameters in multilingual transformer models."
"I do understand that the main point is the reduction of the amount of parameters (per task), but this doesn't mean that the evaluation should paint a wrong picture.",Does the review address Methodology?,TRUE,FALSE,"The review critiques the methodology, stating that reducing parameters does not justify misleading evaluation."
It is therefore not surprising that multi-task learning should help these tasks.,Does the review address Data/Task?,TRUE,FALSE,"This is related to the data/task, explaining that multi-task learning is expected to benefit tasks with similar learning objectives."
"Had `calculateTime()` been part of some standard library shared between programs, the case for generalization would have been much stronger.",Does the review address Methodology?,TRUE,FALSE,"This is a methodological issue, questioning the generalization of the method without a standard library."
- General Discussion: It would be nice if the survey of prior work in 2.2 explicitly related those methods to the desiderata in the introduction (i.e. specify which they satisfy).,Does the review address Related Work?,TRUE,FALSE,"This is about related work, suggesting that prior work should be explicitly connected to the goals outlined in the introduction."
"Beyond this, the authors conduct a multifaceted set of tests, including a non-harmful test to ensure that the watermark embedding does not significantly degrade model performance, robustness tests against second-time fine-tuning and model quantization, and an ablation study concerning the reference set to further substantiate the rationality of their backdoor data framework design.",Does the review address Ablation?,TRUE,FALSE,"This is about ablation studies and experimentation, discussing different robustness and performance tests conducted in the study."
This paper demonstrates why self-knowledge distillation as a prior distribution is a form of regularization with theoretical analysis on the gradients.,Does the review address Analysis?,TRUE,FALSE,"This refers to analysis, explaining how self-knowledge distillation is regularized through gradient analysis."
Performance better than previous approaches (although minor).,Does the review address Comparison?,TRUE,FALSE,"This is a comparison, noting that the method performs slightly better than prior approaches."
"Steinert-Threlkeld (2020) ""Towards the Emergence of Non-trivial Compositionality"" makes similar points and could be cited here as well.",Does the review address Related Work?,TRUE,FALSE,"This refers to related work, suggesting that relevant prior work should be cited."
It could be easy to be re-implemented and deployed for further research.,Does the review address Methodology?,TRUE,FALSE,"This is a methodological point, indicating that the method could be easily re-implemented for future research."
"Additionally, it would be good if the authors could report the number of examples (either raw number or as a fraction of the total dev set) for each of the categories: having that would help draw better conclusions.",Does the review address Data/Task?,TRUE,FALSE,"This is about data/task, suggesting that more detailed reporting on example counts would help interpret the results."
"For example, the $p^{\star}$ notation is also defined in Sec 2.1.",Does the review address Presentation?,TRUE,FALSE,"This is a presentation issue, pointing out that notation needs clearer definition."
The evaluation process shows that the current system (which extracts 1.,Does the review address Evaluation?,TRUE,FALSE,"This refers to evaluation, discussing the evaluation process for the proposed system."
I think the presentation of the paper needs to be improved.,Does the review address Presentation?,TRUE,FALSE,"This is a presentation critique, suggesting that the paper's clarity and presentation need improvement."
So my point 5 is important to answer and I would like to see all the details are clarified in order to make the contribution stronger.,Does the review address Presentation?,TRUE,FALSE,"This is a presentation issue, requesting clarification of details to strengthen the paper’s contribution."
Is this threshold a hyper-parameter need to be configured?,Does the review address Presentation?,TRUE,FALSE,"This refers to the presentation of methods, asking whether a threshold parameter needs configuration."
"-----General Discussion----- This paper proposes a practical model which seems working well on one dataset, but the main ideas are not very novel (see comments in Strengths).",Does the review address Methodology?,TRUE,FALSE,"This is a methodological comment, noting the model's practicality but questioning the novelty of the approach."
"The overall problem is framed as a judgment question, further enhancing the method's Uniqueness and Efficiency.",Does the review address Methodology?,TRUE,FALSE,"This relates to methodology, framing the problem in a way that highlights uniqueness and efficiency."
And more space can be freed up to further explain the results section.,Does the review address Result?,TRUE,FALSE,"This refers to the results, suggesting that more explanation of the results section would improve the paper."
"As similar efforts are already applied in several query expansion techniques (with the aim to relate the document with the query, if matching terms are absent in document).",Does the review address Related Work?,TRUE,FALSE,"This is related work, noting that similar techniques have been applied in query expansion efforts."
The authors also propose two novel pre-training settings which also show improvement over the baseline BM-25.,Does the review address Result?,TRUE,FALSE,"This refers to results, showing that the proposed pre-training settings perform better than BM-25."
There are some unclear expressions and inconsistent explanations.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"This is a critique of definition/description, noting unclear expressions and inconsistencies."
"In order to train reading comprehension models to perform relation extraction, they create a large dataset of 30m “querified” (converted to natural language) relations by asking mechanical turk annotators to write natural language queries for relations from a schema.",Does the review address Data/Task?,TRUE,FALSE,"This relates to data/task, explaining the creation of a large dataset for training reading comprehension models."
I also did not find a Related Work section discussing this in more detail.,Does the review address Related Work?,TRUE,FALSE,"This is about related work, indicating that the relevant prior work should be more thoroughly discussed."
"The description of the baselines is lacking and quite confusing: it's not clear why the authors have two DP-SGD baselines, and what they're exactly updating during training.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"This is about definition/description, pointing out confusion in the baseline description and the use of DP-SGD."
Experimental results show improvements over both the base T5 model and the large T5 model.,Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, highlighting improvements in experimental results over T5 models."
This is very promising to simplify the construction of highly tuned task-specific neural pipelines and improve the multimodal and multi-task problems.,Does the review address Methodology?,TRUE,FALSE,"This discusses methodology, noting the promise of simplifying the construction of neural pipelines for multimodal and multi-task problems."
strengths 1) This paper is well written and easy to read.,Does the review address Presentation?,TRUE,FALSE,"This is a presentation note, complimenting the clarity and readability of the paper."
The world oracle conveys the meaning of being absolute truth which sounds a bit unexpected.,Does the review address Presentation?,TRUE,FALSE,"This refers to presentation, critiquing the use of the term ""oracle"" for being unclear or unexpected."
The method proposed has limited methodology contribution to the research community.,Does the review address Contribution?,TRUE,FALSE,"This is about contribution, noting that the method has limited methodological contributions."
"We expect that the model can not only achieve good performance on a single dataset, but also have the potential to transfer beyond a single dataset.",Does the review address Data/Task?,TRUE,FALSE,"This is related to data/task, suggesting the model’s potential for transferability beyond a single dataset."
"I think authors wanted to say that even though BROS does not rely on visual features, it does outperform LayoutLM which, in turn, uses visual features.",Does the review address Result?,TRUE,FALSE,"This refers to results, comparing the performance of BROS with LayoutLM."
"Authors could have provided more in-depth details (visualizations, analysis, examples) to show main differences between the proposed approach and baselines (specially LayoutLM).",Does the review address Analysis?,TRUE,FALSE,"This is analysis, suggesting that more in-depth analysis and examples could help highlight differences."
"Please report the total training and total inference time, and make a comparison with standard Transformer model.",Does the review address Methodology?,TRUE,FALSE,"This is methodological, suggesting the reporting of training and inference times, with a comparison to the standard Transformer model."
"Generally speaking, this paper puts forward a universal retrieval scheme, and achieves good results, the specific advantages are as follows:  (1) The sparse alignment of multi-vector retrieval is a good solution to solve the retrieval effect and efficiency.",Does the review address Result?,TRUE,FALSE,"This is a result-related point, describing the advantages and improvements achieved with the proposed retrieval scheme."
"Are the authors using off-the-shelf code (in which case, please refer and cite, which would also make it easier for the reader to understand and replicate if necessary)?",Does the review address Related Work?,TRUE,FALSE,"This relates to related work, asking whether the authors used off-the-shelf code and if it should be cited for ease of understanding and replication."
"I am concerned this is quite low and could yield exaggerated instability, especially for large Transformer models.",Does the review address Methodology?,TRUE,FALSE,"This is a methodological concern, expressing worries about the low value leading to instability, particularly for large Transformer models."
"Although the presentation can be polished, the overall narrative and explanation is clear and easy to follow.",Does the review address Presentation?,TRUE,FALSE,"This is a presentation-related comment, suggesting that while polishing is needed, the overall explanation is clear and understandable."
"Theoretically, they showed that synchronized updates to the low-level and high-level policy may never converge, yet asynchronized updates guarantees convergence.",Does the review address Methodology?,TRUE,FALSE,"This is a methodological point, discussing the theoretical justification for the updates to low- and high-level policies in the system."
"The authors say ""we focus on larger datasets from GLUE (MNLI, QNLI, QQP and SST-2), as it is less meaningful to discuss efficient training"", but then report and analyze results from other GLUE datasets as well.",Does the review address Data/Task?,TRUE,FALSE,"This addresses the data/task, noting the inconsistency between the stated focus and the datasets actually used in the analysis."
", do you mean Table 3?Does the review address Presentation? 1936The Non-trivial Sub-network"" paragraph feels like it should be part of the Experiments section.",Does the review address Experiment?,TRUE,FALSE,"This is a presentation issue, clarifying which table is being referred to in the review."
The way in which you have collected these samples is likely to create a bias towards simple missing conditions.,Does the review address Methodology?,TRUE,FALSE,"This refers to experimentation, suggesting that the ""Non-trivial Sub-network"" paragraph would be more appropriately placed in the Experiments section."
They should have comparable numbers of parameters.,Does the review address Methodology?,TRUE,FALSE,"This is a methodological concern, pointing out the potential bias introduced by the way samples were collected."
They provide a training that guarantees convergence to local maxima.,Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, suggesting that models should have comparable parameters for fair comparison."
"####Summary:  To tackle situations where compositionality is mostly required at inference time, the paper proposes a novel data augmentation method with an RNN based generator (recombination); to make the generator generate highly compositional patterns, the paper proposes a resampling method.",Does the review address Data/Task?,TRUE,FALSE,"This is related to methodology, noting that the training process guarantees convergence to local maxima."
* The paper is well motivated and easy to understand and follow.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,"This is about data/task, explaining the novel approach to data augmentation and the resampling method to improve compositionality at inference time."
"If successful, the approach could be impactful because it speeds up prediction.",Does the review address Significance?,TRUE,FALSE,"This is a positive comment on the intuition/motivation, validating the clarity and motivation behind the paper's approach."
It is then not clear how each fact block (grey squares in Figure 4) functions as a whole.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"This refers to significance, suggesting the potential impact of the approach in speeding up prediction."
"* Because BPE is such a standard baseline, why do you not include it as a baseline?",Does the review address Comparison?,TRUE,FALSE,"This is a definition/description issue, indicating that the function of each fact block in Figure 4 is unclear."
1.The performance of this model is closely related to both the AST encoding frontend and the LLaMA model's performance.,Does the review address Result?,TRUE,FALSE,"This is a comparison point, questioning why BPE, a standard baseline, was not included in the evaluation."
"The paper meticulously provides all experimental details, and the ablation study helps to validate the design components, enhancing the overall robustness of the research.",Does the review address Experiment?,TRUE,FALSE,"This is a result, noting the relationship between the model's performance and the AST encoding frontend and LLaMA model."
"Due to the very “flat” portions of the softmax function, there can be meaningful differences between the logits corresponding to 2 different words, but the LM probabilities for those words are extremely similar (and thus, harder for a linear model to distinguish).",Does the review address Presentation?,TRUE,FALSE,"This refers to experimentation, praising the experimental details and ablation study that validate the design components."
"The work introduces the Transformer-QL, a transformer-based model that aims to capture long distance dependencies in the input.",Does the review address Methodology?,TRUE,FALSE,"This is a presentation issue, discussing a challenge with the softmax function that makes distinguishing between words difficult."
Some discussion on the current design choices and why making the proposed methods features to some of the other baselines is not a way to achieve some benefits is not the right way to do it.,Does the review address Comparison?,TRUE,FALSE,"This is methodology, introducing the Transformer-QL model that aims to capture long-distance dependencies."
Weaknesses: There is no contribution/novelty from the modeling/methods side.,Does the review address Contribution?,TRUE,FALSE,"This refers to comparison, suggesting that a discussion on design choices and why certain methods are not beneficial would strengthen the paper."
The fact that the previous study reported a 126 perplexity baseline using LSTM and the LSTM's perplexity of 106.9 provided by the author showed that the FBIS gives an advantage to computing the language model's perplexity when tested on PTB.,Does the review address Methodology?,TRUE,FALSE,"This is a critique of contribution, claiming that the paper does not offer any significant contribution in terms of modeling or methods."
I understand that LMU might have limited capacity but this is not specifically discussed and it is unclear how each component contributes to the end performance.,Does the review address Result?,TRUE,FALSE,"This is a methodology point, demonstrating the advantage of FBIS in computing perplexity on the PTB dataset."
"In sec4.1, the authors said ""A batch size of 256 is employed, "", does that mean K=256 in Algorithm 1?",Does the review address Presentation?,TRUE,FALSE,"This is a result, expressing concern over the unclear contribution of each component in the LMU to the end performance."
Many of the notations look cumbersome and I suspect that there is still room for making the notations more accessible for new readers.,Does the review address Presentation?,TRUE,FALSE,"This is a presentation question, clarifying the relationship between batch size and the parameter KK in Algorithm 1."
* It is explained in the paper that the runtime environment ensures that the proofs are never circular.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"This is a presentation issue, suggesting that the notations could be simplified for better accessibility, especially for new readers."
It seems to be making every previously known augmentation approach better.,Does the review address Result?,TRUE,FALSE,"This is a definition/description issue, clarifying the runtime environment's role in ensuring the proofs are not circular."
3) The ablation study and visualization analysis of the experimental results are sufficient.,Does the review address Ablation?,TRUE,FALSE,"This is a result, suggesting that the paper's approach improves upon existing augmentation methods."
"Prior work has explored ""learning-to-share""  strategies for parameter sharing in multi-task learning (see Ruder et al., AAAI 2018), and using gating/masking to control computational paths in a differentiable way (see Fan et al., ICLR 2019, Sukhbaatar et al., ACL 2019); it is clear that the focus is NMT but it should be worth mentioning/discussing such studies to better situate the work and to help the reader assess the actual contributions.",Does the review address Methodology?,TRUE,FALSE,"This refers to ablation, noting that the ablation study and visualizations sufficiently validate the experimental results."
"In section 3.3.3 ""THE MIX-UP OF MULTIPLE TYPES,"" the authors mention that ""it is possible to embed multiple Double-I watermarks in a model, which theoretically has the potential to enhance the robustness of our watermarking technique.""",Does the review address Result?,TRUE,FALSE,"This refers to methodology, suggesting that prior work on parameter sharing and gating/masking in multi-task learning should be discussed to better situate the current work."
This paper conducts comprehensive evaluations on the influence of selecting specific examples for inclusion in the prompt.,Does the review address Presentation?,TRUE,FALSE,"This is a result, discussing the potential for embedding multiple Double-I watermarks to enhance the robustness of the technique."
"2016 [2] A syntactic neural model for general-purpose code generation, Yin and Neubig 2017 [3] Making Neural Programming Architectures Generalize via Recursion, Cai et al. 2017  ####Authors have engaged in the discussion, clarified questions about the paper and addressed comments in its newest revision.",Does the review address Methodology?,TRUE,FALSE,"This refers to presentation, noting that the paper evaluates the impact of selecting specific examples for the prompt."
Pros: - Weakly-supervised method for video moment localization is a reasonable and important direction.,Does the review address Presentation?,TRUE,FALSE,"This refers to methodology, indicating that the authors have responded to feedback and clarified aspects of the paper in its latest revision."
2) The presentation is very good and easy to follow.,Does the review address Presentation?,TRUE,FALSE,"This is a presentation point, highlighting the promising direction of weakly-supervised methods for video moment localization."
"Finally, writing in general can be made clearer:  1.",Does the review address Presentation?,TRUE,FALSE,"This is a presentation-related point, suggesting that clarity in writing could be improved."
I think I'd like to see a discussion of sufficient number D analytically or empirically.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"This refers to definition/description/detail/discussion, suggesting an analytical or empirical discussion of the number DD."
"## (Minor) Imprecise Claim about Poly(n) Size  In Theorem 1, the authors claim: > We consider log-precision, constant-depth, and polynomial-size Transformers: for Transformers whose input is of length n, the values at all neurons are represented with O(log n) bits, the depth is constant, and the number of neurons is O(poly (n)).",Does the review address Theory?,TRUE,FALSE,"This is related to theory, pointing out an imprecise claim in Theorem 1 regarding polynomial-size Transformers."
It's not really okay to put up the tables and show the perplexity and BLEU scores without some explanation.,Does the review address Result?,TRUE,FALSE,"This refers to results, suggesting that tables showing perplexity and BLEU scores should be accompanied by explanations."
"Edit after seeing others reviews -- I think I gave this paper a MUCH higher score than the other reviewers, simply because it is very novel with Fon language.",Does the review address Novelty?,TRUE,FALSE,"This refers to novelty, highlighting the reviewer's higher score due to the paper's novelty, particularly with Fon language."
"First, the authors are missing a great deal of related work: Neelakantan at al. 2015 (https://arxiv.org/abs/1504.06662) perform zero-shot relation extraction using RNNs over KB paths.",Does the review address Related Work?,TRUE,FALSE,"This is related to related work, pointing out the absence of important prior work in the paper."
"But then at the end, I saw you include Encode as step 4, so it is the machine...",Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, pointing out an inconsistency in the description of steps in the methodology section."
The graph indicates that for MNLI and QNLI 60% seems like a better choice.,Does the review address Result?,TRUE,FALSE,"This refers to results, discussing a specific result and the best choice for MNLI and QNLI."
The difference in the ablation results seem quite small (tables 3 and 4).,Does the review address Result?,TRUE,FALSE,"This is related to results, suggesting that the differences in ablation results are too small."
"Considering the actual experimental setting is significantly different from the VIP setting, the title “Answering Queries with CLIP Adversely affects VIPs explanations” and the conclusions seem a bit misleading.",Does the review address Experiment?,TRUE,FALSE,"This refers to experiment, indicating that the experimental setting is different and thus misleading conclusions may be drawn."
The difference in the ablation results seem quite small (tables 3 and 4).,Does the review address Significance?,TRUE,FALSE,"This is related to significance, pointing out that the differences in the ablation results are minimal."
Margins are very small for the Average differences across all datasets as well -- have you considered confidence intervals on those as well?,Does the review address Data/Task?,TRUE,FALSE,"This refers to data/task, suggesting the inclusion of confidence intervals to account for small margins in the results."
"Consequently, there is a possibility that it could be utilized in real-world applications of in-context learning.",Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, suggesting potential real-world applications for in-context learning."
"I look forward to the author's discussion of the additional learnable parameters introduced in addition to CLIP's pre-trained model, and compare the number with other methods.",Does the review address Comparison?,TRUE,FALSE,"This refers to comparison, asking for a discussion of additional learnable parameters and how they compare with other methods."
(2) Is table 1 an average over the 17 embeddings described in section 5.1?,Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, seeking clarification on whether Table 1 is an average over 17 embeddings."
Solid experiments demonstrating the proposed method outperforms other existing approaches.,Does the review address Experiment?,TRUE,FALSE,"This is related to experiment, praising the solid experiments and the method's superior performance over existing approaches."
(3) The loss for answer prediction in Eq 6 is not clearly described: do you use an aggregated embedding over all nodes for prediction?,Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, asking for clarification on how the loss for answer prediction is computed."
The provided experiments are more like baselines for self-evaluation other than state-of-the-art performance.,Does the review address Evaluation?,TRUE,FALSE,"This refers to evaluation, pointing out that the experiments are more self-evaluation than a comparison to state-of-the-art performance."
"Consider, for a moment, that they are using only 25,000 input/output pairs for their training/validation/testing.",Does the review address Data/Task?,TRUE,FALSE,"This refers to data/task, highlighting concerns about the small dataset size used for training and evaluation."
"Did the author try other window widths, for example width `1' to extract unigram features, `3' to trigram, or use them together?",Does the review address Presentation?,TRUE,FALSE,"This refers to presentation, asking if the authors considered using different window widths for feature extraction."
An ablation study is carried out to rule out the possibility that the benefits from PACT come from simply regularizing the model.,Does the review address Ablation?,TRUE,FALSE,"This refers to ablation, noting the ablation study aimed at ruling out simple regularization as the source of benefits."
Another limitation is that it is unclear whether the improvement would hold when the size of the model increases; the evaluation is dealing with scaling laws after all.,Does the review address Evaluation?,TRUE,FALSE,"This refers to evaluation, pointing out the uncertainty about whether improvements hold when the model size increases."
The optimality of deterministic inference does not hold empirically due to class imbalance or discrepancy between training and test sets.,Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, discussing issues with the empirical validity of deterministic inference."
Experimental evaluation shows competitive performance.,Does the review address Evaluation?,TRUE,FALSE,"This is related to evaluation, noting that the experimental evaluation demonstrates competitive performance."
I agree with the authors that extending the context is important.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,"This refers to intuition/justification/motivation/validation, agreeing with the importance of extending the context."
"Along with ablations and trying LMs of varying sizes, their technique is compared against many other existing selective annotation approaches and shown to consistently outperform the latter.",Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, indicating that the technique was compared with many existing approaches and showed superior performance."
"Sec 3.1 contains results on captionnet, Sec 4 also contains results on captionnet.",Does the review address Result?,TRUE,FALSE,"This refers to results, pointing out that results related to CaptionNet are presented in multiple sections."
"Some of the details for model description are missing and confusing, e.g., (1) How the representation is initialized for a supernode corresponding to a fact triplet and how does the supernode propagate information to the sub-nodes?",Does the review address Presentation?,TRUE,FALSE,"This refers to presentation, indicating that some details in the model description are unclear or missing."
Strengths * Improving the data efficiency in language models is an important problem that so far studies have shown that can be achieved by scaling the size of the model.,Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, highlighting the importance of improving data efficiency in language models, typically achieved by scaling the model."
"It is important to note that while BLEU of other methods reduced on the Fr→Fon task, WB improved on it.",Does the review address Presentation?,TRUE,FALSE,"This refers to presentation, highlighting the improvement of WB in the Fr→Fon task compared to other methods."
- During the training of the decoder how do you make sure that the decoder uses the information given by the latent plan?,Does the review address Methodology?,TRUE,FALSE,"This refers to methodology, asking for clarification on how the decoder utilizes information from the latent plan during training."
"It is also strange that the multi-cluster approach, which discards inter-cluster (word and language) semantic information performs the best with respect to the extrinsic metrics.",Does the review address Evaluation?,TRUE,FALSE,"This refers to evaluation, discussing the unexpected performance of the multi-cluster approach when it discards certain semantic information."
"For example, sentence inference tasks such as MNLI and RTE are common tasks in NLP field.",Does the review address Data/Task?,TRUE,FALSE,"This refers to data/task, noting that MNLI and RTE are common tasks used for sentence inference in NLP."
Explicit modeling the generation order is not a very novel idea that there have been many works on this topic.,Does the review address Novelty?,TRUE,FALSE,"This refers to novelty, pointing out that explicitly modeling the generation order is not a new idea."
"It would help to clarify when what you predict is a guard, a precondition, an invariant, or something else.",Does the review address Presentation?,TRUE,FALSE,"This refers to presentation, suggesting that clarifying what is predicted (guard, precondition, invariant) would improve the paper."
"I do understand that the main point is the reduction of the amount of parameters (per task), but this doesn't mean that the evaluation should paint a wrong picture.",Does the review address Evaluation?,TRUE,FALSE,"This refers to evaluation, suggesting that the evaluation might misrepresent the results despite the reduction in parameters."
"Second, the authors neither 1) evaluate their model on another dataset or 2) evaluate any previously published models on their dataset.",Does the review address Data/Task?,TRUE,FALSE,"This refers to data/task, noting that the paper lacks evaluation on other datasets and comparison with existing models on the proposed dataset."
Hyper-parameter balancing strategies in Section 3.1 is not a solid theoretical analysis.,Does the review address Theory?,TRUE,FALSE,"This refers to theory, pointing out that the hyperparameter balancing strategies lack solid theoretical backing."
"I would suggest the following:   * To make the comparison more fair, I would suggest to train transformer models with varying size and derive a power law based on the exact same experimental configuration used for LMU models.",Does the review address Presentation?,TRUE,FALSE,"This refers to presentation,"
- I don't see why your theory does not generalize to a _masked_ language modeling (MLM).,Does the review address Theory?,TRUE,FALSE,This comment questions why the theory doesn’t generalize to MLM.
"The paper has ""support set"" and ""support instructions"" at many places but it is unclear to me what it actually means.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"The reviewer expresses confusion about the meaning of ""support set"" and ""support instructions,"" requesting further clarification."
"-----General Discussion----- This paper proposes a practical model which seems working well on one dataset, but the main ideas are not very novel (see comments in Strengths).",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,This is a general discussion about the novelty of the ideas presented in the paper.
Details / Questions: * It seems to me that the GLUE results might be within the margin of error.,Does the review address Result?,TRUE,FALSE,The reviewer questions whether the GLUE results are statistically significant or just within the margin of error.
Might be useful to define what is exactly meant by 'comprehensibility' 4.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"The reviewer asks for a clearer definition of ""comprehensibility."""
"But from Table 5., the trend of performance seems to increase with the increased prepositional phrases (with 84.7 being the max for 4 PPs).",Does the review address Methodology?,TRUE,FALSE,"This refers to the methodology, specifically the impact of prepositional phrases on performance as seen in Table 5."
"**Major concern** If I understand correctly (and please correct me if I am wrong), in Theorem B.1, the ratio between the downstream error $\ell_\mathcal{T}(\\{p_{\cdot\mid s}\\}) - \tau$ and the pre-training error $\ell_\text{xent}(\\{p_{\cdot\mid s}\\})-\ell_\text{xent}^\ast$ is _hidden_ in the $\gamma(p_{\mathcal{T}}; \\{p_{\cdot\mid s}\\})$ coefficient.",Does the review address Methodology?,TRUE,FALSE,The comment addresses a methodological concern related to the details of Theorem B.1.
- Improvement over previous state-of-the-art models.,Does the review address Methodology?,TRUE,FALSE,This discusses a comparative improvement in the methodology over previous state-of-the-art models.
"Therefore, it is necessary to compare OTTER and CLIP on the same-scaled datasets.",Does the review address Data/Task?,TRUE,FALSE,"The comment is related to data/task, suggesting a fair comparison using the same-scaled datasets."
"Overall, I think the paper provides an interesting view of discussion, but there are many flaws in the current version which needs to be corrected before a more serious consideration.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,This is a general discussion of the paper’s strengths and weaknesses.
I suppose it would be hard to define auxiliary tasks for simpler systems.,Does the review address Methodology?,TRUE,FALSE,"The reviewer discusses the difficulty of defining auxiliary tasks in simpler systems, which is a methodological concern."
(4) How exactly is the interaction module processed?,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"The reviewer seeks clarification on the processing of the interaction module, asking for more details."
* Description of refl and tidy-bfs baselines appears much late in the paper.,Does the review address Comparison?,TRUE,FALSE,"This comment addresses the delayed mention of baselines, suggesting an issue with the comparison section."
"According to the evaluation, the proposed method shows its effectiveness especially when the finetuning data is limited.",Does the review address Data/Task?,TRUE,FALSE,"The reviewer discusses the effectiveness of the proposed method with limited fine-tuning data, a data/task concern."
Could you explain the significance of this result again?,Does the review address Significance?,TRUE,FALSE,The reviewer asks for clarification on the significance of the result.
